,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
154,155,Juriën Gaari,cw CUW,DF,RKC Waalwijk,27,1993,25.8,32,1.24,25,2,2,0,2,1,4,0.16,4,0,0,0,0,0,Matches
155,156,Cody Gakpo,nl NED,FW,PSV Eindhoven,22,1999,21.2,142,6.72,67,34,21,11,9,0,22,1.04,11,8,1,2,0,0,Matches
156,157,Yann Gboho,fr FRA,"MF,FW",Vitesse,20,2001,10.6,42,3.95,30,0,5,2,4,1,2,0.19,1,0,0,0,1,0,Matches
157,158,Lutsharel Geertruida,nl NED,DF,Feyenoord,21,2000,19.1,22,1.15,20,0,0,2,0,0,2,0.10,2,0,0,0,0,0,Matches
158,159,Liam van Gelderen,nl NED,DF,Ajax,20,2001,0.6,3,4.66,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
159,160,Tristan van Gilst,nl NED,FW,Zwolle,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,161,Marco van Ginkel,nl NED,MF,PSV Eindhoven,28,1992,11.0,28,2.54,26,0,0,0,1,1,2,0.18,2,0,0,0,0,0,Matches
161,162,Paul Gladon,nl NED,FW,Fortuna Sittard,29,1992,6.7,18,2.67,11,0,2,0,4,1,4,0.59,1,0,0,0,3,0,Matches
162,163,Hilary Gong,ng NGA,"DF,FW",Vitesse,22,1998,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,164,Jay Gorter,nl NED,GK,Ajax,21,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,165,Mario Götze,de GER,MF,PSV Eindhoven,29,1992,24.6,109,4.43,96,1,4,5,2,1,10,0.41,9,0,0,1,0,0,Matches
165,166,Kenzo Goudmijn,nl NED,"MF,FW",Sparta R'dam,19,2001,2.1,7,3.35,4,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
